,Total,Speed,Direction_Degrees
193,19.422278,11.176,180.0
194,19.683087,11.176,180.0
195,19.664838,11.176,180.0
196,19.704045,11.176,180.0
197,19.69116,11.176,180.0
198,19.921014,11.176,180.0
199,20.203313,11.176,180.0
200,19.947654,11.176,180.0
201,20.044774,11.176,180.0
202,19.931288,11.176,180.0
203,19.490121000000002,11.176,180.0
204,19.517971,11.176,180.0
205,19.490313,11.176,180.0
206,19.265979,11.176,180.0
207,19.878724,11.176,180.0
208,19.956637,11.176,180.0
209,19.559545,11.176,180.0
210,19.75047,11.176,180.0
211,19.074311,11.176,180.0
212,19.277742,11.176,180.0
213,19.127525,11.176,180.0
214,19.124392,11.176,180.0
215,19.403795,11.176,180.0
216,19.011892,11.176,180.0
217,19.621275,11.176,180.0
218,19.676538,11.176,180.0
219,19.164168,11.176,180.0
220,18.620932,11.176,180.0
221,19.171378999999998,11.176,180.0
222,18.940618999999998,11.176,180.0
223,18.417977,11.176,180.0
224,18.649086,11.176,180.0
225,18.004801,11.176,180.0
226,18.819404,11.176,180.0
227,19.120138,11.176,180.0
228,17.957961,11.176,180.0
229,18.994524,11.176,180.0
230,19.150701,11.176,180.0
231,19.900214,11.176,180.0
232,19.448033,11.176,180.0
233,19.198701,11.176,180.0
234,19.705044,11.176,180.0
235,21.327083000000002,11.176,180.0
236,21.431697,11.176,180.0
237,21.437481,11.176,180.0
238,21.721796,11.176,180.0
239,21.785353999999998,11.176,180.0
240,21.4836,11.176,180.0
241,20.104328,11.176,180.0
242,21.549135999999997,13.85824,270.0
243,21.767485,13.85824,270.0
244,20.213121,13.85824,270.0
245,19.289475,13.85824,270.0
246,19.165391,13.85824,270.0
247,20.274375,13.85824,270.0
248,20.436785,13.85824,270.0
249,20.034016,13.85824,270.0
250,20.197901,13.85824,270.0
251,19.730207,13.85824,270.0
252,19.282705,13.85824,270.0
253,20.01119,13.85824,270.0
254,19.730114,13.85824,270.0
255,19.777479999999997,13.85824,270.0
256,19.934386,13.85824,270.0
257,19.677816999999997,13.85824,270.0
258,20.226628,13.85824,270.0
259,20.102097,13.85824,270.0
260,20.082607,13.85824,270.0
261,20.122646,13.85824,270.0
262,20.143405,13.85824,270.0
263,20.871209999999998,13.85824,270.0
264,20.655308,13.85824,270.0
265,20.663758,13.85824,270.0
266,19.764271,13.85824,270.0
267,20.806026000000003,13.85824,270.0
268,20.693865,13.85824,270.0
269,21.036979,13.85824,270.0
270,20.826237,13.85824,270.0
271,20.911986,13.85824,270.0
272,20.622951,13.85824,270.0
273,20.664254,13.85824,270.0
274,20.263241,13.85824,270.0
275,20.522331,13.85824,270.0
276,20.328716999999997,13.85824,270.0
277,20.900219,13.85824,270.0
278,20.857653,13.85824,270.0
279,20.575405,13.85824,270.0
280,20.107537999999998,13.85824,270.0
281,19.965422,13.85824,270.0
282,20.195982,13.85824,270.0
283,20.242945,13.85824,270.0
284,19.702103,13.85824,270.0
285,20.530595,13.85824,270.0
286,20.76492,13.85824,270.0
287,20.322409999999998,13.85824,270.0
288,20.70883,13.85824,270.0
289,20.688062000000002,13.85824,270.0
290,20.569047,13.85824,270.0
291,20.699995,13.85824,270.0
292,20.243892,13.85824,270.0
293,20.315746,13.85824,270.0
294,20.258266,13.85824,270.0
295,19.976402,13.85824,270.0
296,19.873926,13.85824,270.0
297,20.354796,13.85824,270.0
298,20.051476,13.85824,270.0
299,20.862315,13.85824,270.0
300,20.585656,13.85824,270.0
301,20.243277,13.85824,270.0
302,21.02881,13.85824,270.0
303,20.442080999999998,13.85824,270.0
304,20.234315000000002,13.85824,270.0
305,20.424462,13.85824,270.0
306,20.209935,13.85824,270.0
307,20.325346,13.85824,270.0
308,20.520663,13.85824,270.0
309,20.490461,13.85824,270.0
310,20.163102,13.85824,270.0
311,19.822209,13.85824,270.0
312,20.400844,13.85824,270.0
313,20.014453,13.85824,270.0
314,19.988846000000002,13.85824,270.0
315,19.989561000000002,13.85824,270.0
316,20.437531,13.85824,270.0
317,20.813141,13.85824,270.0
318,19.990083,13.85824,270.0
319,19.745572000000003,13.85824,270.0
320,20.240448999999998,13.85824,270.0
321,20.549257,13.85824,270.0
322,19.775437,13.85824,270.0
323,19.589884,13.85824,270.0
324,20.070467,13.85824,270.0
325,19.906187,13.85824,270.0
326,20.298059000000002,13.85824,270.0
327,19.740812,13.85824,270.0
328,20.739995,13.85824,270.0
329,19.893655000000003,13.85824,270.0
330,20.882164,13.85824,270.0
331,20.487499999999997,13.85824,270.0
332,20.71108,13.85824,270.0
333,20.358620000000002,13.85824,270.0
334,20.364203,13.85824,270.0
335,20.421159,13.85824,270.0
336,20.061184,13.85824,270.0
337,20.26784,13.85824,270.0
338,19.881334,13.85824,270.0
339,19.888868000000002,13.85824,270.0
340,19.594214,13.85824,270.0
341,19.302391,13.85824,270.0
342,19.571456,13.85824,270.0
343,19.138396,13.85824,270.0
344,19.259945000000002,13.85824,270.0
345,19.034607,13.85824,270.0
346,19.622975,13.85824,270.0
347,19.283139,13.85824,270.0
348,18.854039,13.85824,270.0
349,18.705227,13.85824,270.0
350,17.80925,13.85824,270.0
351,18.610613999999998,13.85824,270.0
352,18.402281000000002,13.85824,270.0
353,17.474422,13.85824,270.0
354,18.209644,13.85824,270.0
355,17.921788,13.85824,270.0
356,18.298338,13.85824,270.0
357,18.553149,13.85824,270.0
358,18.881065,13.85824,270.0
359,18.876284,13.85824,270.0
360,18.493104000000002,13.85824,270.0
361,18.594782000000002,13.85824,270.0
362,18.537965,13.85824,270.0
363,18.564084,13.85824,270.0
364,18.350466,13.85824,270.0
365,18.447841,13.85824,270.0
366,17.313998,13.85824,270.0
367,18.024653,13.85824,270.0
368,18.073817000000002,13.85824,270.0
369,18.082487999999998,13.85824,270.0
370,17.98651,13.85824,270.0
371,17.729499,13.85824,270.0
372,17.199518,13.85824,270.0
373,18.018413,13.85824,270.0
374,17.95714,13.85824,270.0
375,18.23934,13.85824,270.0
376,18.23065,13.85824,270.0
377,18.079245,13.85824,270.0
378,17.777222000000002,13.85824,270.0
379,18.849208,13.85824,270.0
380,18.36934,13.85824,270.0
381,18.786396,13.85824,270.0
382,18.371154,13.85824,270.0
383,18.566668,13.85824,270.0
384,17.603694,13.85824,270.0
385,19.403444999999998,13.85824,270.0
386,18.450502,13.85824,270.0
387,18.59896,13.85824,270.0
388,18.182478,13.85824,270.0
389,18.498258,13.85824,270.0
390,18.515287999999998,13.85824,270.0
391,17.867693,13.85824,270.0
392,18.353331,13.85824,270.0
393,18.366523,13.85824,270.0
394,18.84525,13.85824,270.0
395,18.822941,13.85824,270.0
396,18.984416000000003,13.85824,270.0
397,18.042751000000003,13.85824,270.0
398,18.133537,13.85824,270.0
399,19.048917,13.85824,270.0
400,18.66626,13.85824,270.0
401,18.156768,13.85824,270.0
402,18.750323,13.85824,270.0
403,18.696467,13.85824,270.0
404,18.355674999999998,13.85824,270.0
405,18.893531,13.85824,270.0
406,18.834319,13.85824,270.0
407,19.042442,13.85824,270.0
408,18.341283,13.85824,270.0
409,18.948952,13.85824,270.0
410,18.855936,13.85824,270.0
411,19.227685,13.85824,270.0
412,18.653612000000003,13.85824,270.0
413,19.735076,13.85824,270.0
414,18.372799999999998,13.85824,270.0
415,18.735481,13.85824,270.0
416,18.75562,13.85824,270.0
417,18.10962,13.85824,270.0
418,17.372032,13.85824,270.0
419,18.509459,13.85824,270.0
420,18.791443,13.85824,270.0
421,19.368465999999998,13.85824,270.0
422,18.495117,17.8816,270.0
423,18.90324,17.8816,270.0
424,19.2882,17.8816,270.0
425,19.202009,17.8816,270.0
426,18.757263000000002,17.8816,270.0
427,18.959585,17.8816,270.0
428,19.061056,17.8816,270.0
429,19.285175,17.8816,270.0
430,19.418294000000003,17.8816,270.0
431,19.109839,17.8816,270.0
432,19.569498,17.8816,270.0
433,19.818223,17.8816,270.0
434,19.247992,17.8816,270.0
435,19.44198,17.8816,270.0
436,19.561085,17.8816,270.0
437,19.585557,17.8816,270.0
438,19.581108,17.8816,270.0
439,19.616146,17.8816,270.0
440,19.855099000000003,17.8816,270.0
441,19.275965,17.8816,270.0
442,19.696223,17.8816,270.0
443,20.139717,17.8816,270.0
444,20.028371,17.8816,270.0
445,20.279032,17.8816,270.0
446,20.220934,17.8816,270.0
447,20.179226999999997,17.8816,270.0
448,20.063766,17.8816,270.0
449,19.963586,17.8816,270.0
450,20.145021,17.8816,270.0
451,20.162866,17.8816,270.0
452,20.43751,17.8816,270.0
453,19.790622,17.8816,270.0
454,21.218659,17.8816,270.0
455,21.399908,17.8816,270.0
456,21.404639,17.8816,270.0
457,21.226887,17.8816,270.0
458,21.585874999999998,17.8816,270.0
459,21.431578000000002,17.8816,270.0
460,21.750622,17.8816,270.0
461,21.531109999999998,17.8816,270.0
462,21.953131,17.8816,270.0
463,21.489582,17.8816,270.0
464,21.628039,17.8816,270.0
465,21.727733,17.8816,270.0
466,22.131872,17.8816,270.0
467,20.350966,17.8816,270.0
468,20.421757,17.8816,270.0
469,20.467337,17.8816,270.0
470,20.432658,17.8816,270.0
471,20.454437,17.8816,270.0
472,20.677402,17.8816,270.0
473,21.173579,17.8816,270.0
474,21.673192,17.8816,270.0
475,21.456005,17.8816,270.0
476,21.749862,17.8816,270.0
477,20.412176000000002,17.8816,270.0
478,20.751389,17.8816,270.0
479,20.803421,17.8816,270.0
480,21.272664,17.8816,270.0
481,22.09291,17.8816,270.0
482,21.919606,17.8816,270.0
483,21.518602,17.8816,270.0
484,21.854688,17.8816,270.0
485,22.029888,17.8816,270.0
486,21.420662,17.8816,270.0
487,20.235755,17.8816,270.0
488,20.354542,17.8816,270.0
489,20.838373,17.8816,270.0
490,20.669763,17.8816,270.0
491,20.593112,17.8816,270.0
492,19.855291,17.8816,270.0
493,20.40043,17.8816,270.0
494,20.406626,17.8816,270.0
495,20.611414,17.8816,270.0
496,20.861406,17.8816,270.0
497,20.339951,17.8816,270.0
498,20.529214,17.8816,270.0
499,20.308794,17.8816,270.0
500,20.699026,17.8816,270.0
501,20.665167,17.8816,270.0
502,20.421111,17.8816,270.0
503,20.580705,17.8816,270.0
504,20.68096,17.8816,270.0
505,21.131516,17.8816,270.0
506,20.786872,17.8816,270.0
507,20.517103,17.8816,270.0
508,20.335906,17.8816,270.0
509,20.417271,17.8816,270.0
510,20.72935,17.8816,270.0
511,19.898828,17.8816,270.0
512,20.170791,17.8816,270.0
513,20.231649,17.8816,270.0
514,20.388942,17.8816,270.0
515,20.720094,17.8816,270.0
516,20.360988,17.8816,270.0
517,19.869224,17.8816,270.0
518,20.502985000000002,17.8816,270.0
519,20.150619,17.8816,270.0
520,19.792012,17.8816,270.0
521,20.52712,17.8816,270.0
522,20.141916000000002,17.8816,270.0
523,20.456882,17.8816,270.0
524,20.366687,17.8816,270.0
525,20.32119,17.8816,270.0
526,20.421306,17.8816,270.0
527,20.425743,17.8816,270.0
528,20.007818,17.8816,270.0
529,20.290252000000002,17.8816,270.0
530,20.867661,17.8816,270.0
531,20.313038,17.8816,270.0
532,20.052054,17.8816,270.0
533,20.671534,17.8816,270.0
534,20.14613,17.8816,270.0
535,20.415223,17.8816,270.0
536,20.295636000000002,17.8816,270.0
537,20.312156,17.8816,270.0
538,20.032779,17.8816,270.0
539,20.069548,17.8816,270.0
540,20.104855,17.8816,270.0
541,20.016012,17.8816,270.0
542,20.680628,17.8816,270.0
543,20.223312,17.8816,270.0
544,20.574226,17.8816,270.0
545,20.014803999999998,17.8816,270.0
546,19.983818,17.8816,270.0
547,20.207917000000002,17.8816,270.0
548,20.344459999999998,17.8816,270.0
549,20.066049,17.8816,270.0
550,20.060874000000002,17.8816,270.0
551,20.431919,17.8816,270.0
552,19.793035,17.8816,270.0
553,19.90212,17.8816,270.0
554,20.250018,17.8816,270.0
555,20.531200000000002,17.8816,270.0
556,20.408923,17.8816,270.0
557,20.510415000000002,17.8816,270.0
558,20.167147999999997,17.8816,270.0
559,19.996841,17.8816,270.0
560,20.643259999999998,17.8816,270.0
561,19.86257,17.8816,270.0
562,20.183788,17.8816,270.0
563,20.379462,17.8816,270.0
564,20.073361,17.8816,270.0
565,20.249185,17.8816,270.0
566,19.748856,17.8816,270.0
567,19.933479,17.8816,270.0
568,20.263924,17.8816,270.0
569,20.567798,17.8816,270.0
570,20.069049999999997,17.8816,270.0
571,20.532502,17.8816,270.0
572,19.756919,17.8816,270.0
573,19.790775,17.8816,270.0
574,20.419570999999998,17.8816,270.0
575,19.83816,17.8816,270.0
576,20.338372,17.8816,270.0
577,20.370869,17.8816,270.0
578,20.695619999999998,17.8816,270.0
579,20.599673,17.8816,270.0
580,20.267657,17.8816,270.0
581,20.643511,17.8816,270.0
582,20.669405,17.8816,270.0
583,20.247792,17.8816,270.0
584,20.01728,17.8816,270.0
585,20.486721000000003,17.8816,270.0
586,20.789035,17.8816,270.0
587,19.594361,17.8816,270.0
588,19.859101000000003,17.8816,270.0
589,20.076054,17.8816,270.0
590,19.823773,17.8816,270.0
591,20.274593,17.8816,270.0
592,20.252627,17.8816,270.0
593,20.045811,17.8816,270.0
594,20.373375,17.8816,270.0
595,20.406079,17.8816,270.0
596,20.17972,17.8816,270.0
597,20.330616,17.8816,270.0
598,20.209424,17.8816,270.0
599,20.303496,17.8816,270.0
600,20.434464,17.8816,270.0
601,19.816689,17.8816,270.0
602,21.392888,12.96416,247.0
603,21.193079,12.96416,247.0
604,20.602369,12.96416,247.0
605,21.28518,12.96416,247.0
606,20.507812,12.96416,247.0
607,20.410383,12.96416,247.0
608,20.046163,12.96416,247.0
609,17.926209,12.96416,247.0
610,16.973003,12.96416,247.0
611,17.436194,12.96416,247.0
612,18.255579,12.96416,247.0
613,17.804117,12.96416,247.0
614,17.521418,12.96416,247.0
615,17.872413,12.96416,247.0
616,17.938533,12.96416,247.0
617,17.540664,12.96416,247.0
618,17.684447,12.96416,247.0
619,17.374901,12.96416,247.0
620,17.161829,12.96416,247.0
621,17.418662,12.96416,247.0
622,17.566178999999998,12.96416,247.0
623,17.571066000000002,12.96416,247.0
624,19.373495,12.96416,247.0
625,19.501005,12.96416,247.0
626,19.286869,12.96416,247.0
627,19.233525999999998,12.96416,247.0
628,18.572862,12.96416,247.0
629,17.499289,12.96416,247.0
630,16.988250999999998,12.96416,247.0
631,16.807281,12.96416,247.0
632,17.095112,12.96416,247.0
633,17.168016,12.96416,247.0
634,19.138565,12.96416,247.0
635,19.344852,12.96416,247.0
636,19.176237999999998,12.96416,247.0
637,19.783095,12.96416,247.0
638,19.666616,12.96416,247.0
639,19.613811,12.96416,247.0
640,19.817673,12.96416,247.0
641,19.298493,12.96416,247.0
642,19.831417000000002,12.96416,247.0
643,19.916007999999998,12.96416,247.0
644,21.064877,12.96416,247.0
645,20.547119,12.96416,247.0
646,20.597586999999997,12.96416,247.0
647,20.199432,12.96416,247.0
648,20.651662,12.96416,247.0
649,20.232719,12.96416,247.0
650,19.648276,12.96416,247.0
651,19.896853,12.96416,247.0
652,20.58595,12.96416,247.0
653,19.964053,12.96416,247.0
654,19.732953,12.96416,247.0
655,19.440959,12.96416,247.0
656,20.517215,12.96416,247.0
657,20.22787,12.96416,247.0
658,19.766645,12.96416,247.0
659,19.24517,12.96416,247.0
660,19.110087,12.96416,247.0
661,18.95535,12.96416,247.0
662,19.467298,12.96416,247.0
663,19.577726,12.96416,247.0
664,19.268464,12.96416,247.0
665,19.339303,12.96416,247.0
666,20.404296000000002,12.96416,247.0
667,19.665215,12.96416,247.0
668,19.393133,12.96416,247.0
669,20.228495,12.96416,247.0
670,19.465982,12.96416,247.0
671,19.665864,12.96416,247.0
672,19.636113,12.96416,247.0
673,19.22101,12.96416,247.0
674,18.052622,12.96416,247.0
675,19.061185,12.96416,247.0
676,17.715197,12.96416,247.0
677,17.499689,12.96416,247.0
678,18.458619,12.96416,247.0
679,18.424081,12.96416,247.0
680,17.580399,12.96416,247.0
681,17.804281,12.96416,247.0
682,16.757199999999997,12.96416,247.0
683,16.881647,12.96416,247.0
684,16.43383,12.96416,247.0
685,14.249469000000001,12.96416,247.0
686,14.926166,12.96416,247.0
687,15.638252999999999,12.96416,247.0
688,15.693097999999999,12.96416,247.0
689,16.357183,12.96416,247.0
690,17.83693,12.96416,247.0
691,18.51287,12.96416,247.0
692,18.208854000000002,12.96416,247.0
693,18.475825999999998,12.96416,247.0
694,18.105425,12.96416,247.0
695,18.687054,12.96416,247.0
696,18.733434000000003,12.96416,247.0
697,18.826622,12.96416,247.0
698,18.700653,12.96416,247.0
699,19.164478,12.96416,247.0
700,19.633871,12.96416,247.0
701,19.135483999999998,12.96416,247.0
702,19.271129000000002,12.96416,247.0
703,19.361552,12.96416,247.0
704,19.059122000000002,12.96416,247.0
705,19.049424000000002,12.96416,247.0
706,19.005095,12.96416,247.0
707,18.765454,12.96416,247.0
708,19.105218,12.96416,247.0
709,18.366861,12.96416,247.0
710,18.766792,12.96416,247.0
711,18.638776999999997,12.96416,247.0
712,19.029505,12.96416,247.0
713,19.326386,12.96416,247.0
714,19.023485,12.96416,247.0
715,19.285318,12.96416,247.0
716,19.222707,12.96416,247.0
717,19.102932,12.96416,247.0
718,19.618121000000002,12.96416,247.0
719,19.468222,12.96416,247.0
720,19.296250999999998,12.96416,247.0
721,19.289360000000002,12.96416,247.0
722,19.500769,12.96416,247.0
723,20.107823,12.96416,247.0
724,19.891296999999998,12.96416,247.0
725,20.011552000000002,12.96416,247.0
726,19.788813,12.96416,247.0
727,19.825635,12.96416,247.0
728,18.955346,12.96416,247.0
729,19.519157,12.96416,247.0
730,18.910553,12.96416,247.0
731,18.626905,12.96416,247.0
732,17.69519,12.96416,247.0
733,18.125833,12.96416,247.0
734,18.723906,12.96416,247.0
735,18.42575,12.96416,247.0
736,19.312714,12.96416,247.0
737,19.759368,12.96416,247.0
738,20.733539,12.96416,247.0
739,20.736597,12.96416,247.0
740,20.660021,12.96416,247.0
741,21.198436,12.96416,247.0
742,20.876703,12.96416,247.0
743,20.759307,12.96416,247.0
744,21.196827,12.96416,247.0
745,21.299833,12.96416,247.0
746,21.074182999999998,12.96416,247.0
747,20.729369,12.96416,247.0
748,20.85999,12.96416,247.0
749,20.337526,12.96416,247.0
750,20.407536,12.96416,247.0
751,20.171463,12.96416,247.0
752,21.038544,12.96416,247.0
753,20.314354,12.96416,247.0
754,20.930412,12.96416,247.0
755,20.453127000000002,12.96416,247.0
756,21.299484,12.96416,247.0
757,21.055856,12.96416,247.0
758,20.564168000000002,12.96416,247.0
759,20.822631,12.96416,247.0
760,20.7753,12.96416,247.0
761,20.757713,12.96416,247.0
762,21.046301,12.96416,247.0
763,21.041517,12.96416,247.0
764,21.369472000000002,12.96416,247.0
765,20.550611,12.96416,247.0
766,20.894506,12.96416,247.0
767,20.657536,12.96416,247.0
768,20.96868,12.96416,247.0
769,20.831861,12.96416,247.0
770,20.408028,12.96416,247.0
771,20.462922,12.96416,247.0
772,20.464801,12.96416,247.0
773,20.782570999999997,12.96416,247.0
774,20.980508,12.96416,247.0
775,20.876295,12.96416,247.0
776,20.838544,12.96416,247.0
777,20.609842,12.96416,247.0
778,21.017843,12.96416,247.0
779,20.745521,12.96416,247.0
780,21.026388,12.96416,247.0
781,20.926330999999998,12.96416,247.0
782,21.225175999999998,16.09344,247.0
783,20.904753999999997,16.09344,247.0
784,21.228887,16.09344,247.0
785,20.722223999999997,16.09344,247.0
786,20.748115,16.09344,247.0
787,21.222098,16.09344,247.0
788,21.255933,16.09344,247.0
789,20.788731,16.09344,247.0
790,21.161305,16.09344,247.0
791,21.370499,16.09344,247.0
792,21.479815,16.09344,247.0
793,21.241433999999998,16.09344,247.0
794,21.32266,16.09344,247.0
795,21.522056,16.09344,247.0
796,21.527967,16.09344,247.0
797,21.169386,16.09344,247.0
798,21.513263000000002,16.09344,247.0
799,21.040356,16.09344,247.0
800,21.199135,16.09344,247.0
801,21.259347,16.09344,247.0
802,21.458961,16.09344,247.0
803,21.501874,16.09344,247.0
804,21.335748,16.09344,247.0
805,21.434136000000002,16.09344,247.0
806,21.322669,16.09344,247.0
807,21.508825,16.09344,247.0
808,21.352857,16.09344,247.0
809,21.33712,16.09344,247.0
810,21.351644,16.09344,247.0
811,21.051493,16.09344,247.0
812,21.645022,16.09344,247.0
813,21.149024,16.09344,247.0
814,21.097592,16.09344,247.0
815,21.34373,16.09344,247.0
816,21.822112,16.09344,247.0
817,21.361947999999998,16.09344,247.0
818,21.412083,16.09344,247.0
819,21.496585,16.09344,247.0
820,20.893771,16.09344,247.0
821,21.161075,16.09344,247.0
822,21.129513,16.09344,247.0
823,21.127876,16.09344,247.0
824,21.466231999999998,16.09344,247.0
825,21.09257,16.09344,247.0
826,21.609361999999997,16.09344,247.0
827,20.937145,16.09344,247.0
828,21.5057,16.09344,247.0
829,21.328263,16.09344,247.0
830,21.862445,16.09344,247.0
831,20.603272,16.09344,247.0
832,20.803032,16.09344,247.0
833,20.553117,16.09344,247.0
834,20.810996,16.09344,247.0
835,20.531668,16.09344,247.0
836,20.713063,16.09344,247.0
837,20.849512999999998,16.09344,247.0
838,21.029733999999998,16.09344,247.0
839,21.612229,16.09344,247.0
840,21.531509999999997,16.09344,247.0
841,21.368424,16.09344,247.0
842,21.258434,16.09344,247.0
843,21.232761,16.09344,247.0
844,20.926634,16.09344,247.0
845,21.76553,16.09344,247.0
846,21.326858,16.09344,247.0
847,21.18448,16.09344,247.0
848,21.554817,16.09344,247.0
849,20.972697,16.09344,247.0
850,21.129668,16.09344,247.0
851,20.997349,16.09344,247.0
852,21.125475,16.09344,247.0
853,21.575234000000002,16.09344,247.0
854,20.791482000000002,16.09344,247.0
855,21.431684999999998,16.09344,247.0
856,21.58407,16.09344,247.0
857,21.662724,16.09344,247.0
