time,Direction,Lead_hours,Source_time,Speed
2024-03-21 18:00:00+00:00,WSW,1,1711036800,19.22272
2024-03-21 21:00:00+00:00,WSW,1,1711047600,16.09344
2024-03-22 00:00:00+00:00,WSW,1,1711058400,12.96416
2024-03-22 03:00:00+00:00,WSW,1,1711069200,13.85824
2024-03-22 06:00:00+00:00,WSW,1,1711080000,16.98752
2024-03-22 09:00:00+00:00,WSW,1,1711090800,19.22272
2024-03-22 12:00:00+00:00,WSW,1,1711101600,16.98752
2024-03-22 15:00:00+00:00,WSW,1,1711112400,22.799039999999998
2024-03-22 18:00:00+00:00,WSW,1,1711123200,21.01088
2024-03-22 21:00:00+00:00,W,1,1711134000,17.8816
2024-03-23 00:00:00+00:00,W,1,1711144800,13.85824
2024-03-23 03:00:00+00:00,W,1,1711155600,16.09344
2024-03-23 06:00:00+00:00,NW,1,1711166400,15.19936
2024-03-23 09:00:00+00:00,NW,1,1711177200,15.19936
2024-03-23 12:00:00+00:00,NNW,1,1711188000,16.98752
2024-03-23 15:00:00+00:00,NNW,1,1711198800,19.22272
2024-03-23 18:00:00+00:00,NNW,1,1711209600,20.1168
2024-03-23 21:00:00+00:00,N,1,1711220400,16.98752
2024-03-24 00:00:00+00:00,N,1,1711231200,13.85824
2024-03-24 03:00:00+00:00,N,1,1711242000,12.96416
2024-03-24 06:00:00+00:00,N,1,1711252800,13.85824
2024-03-24 09:00:00+00:00,NNE,1,1711263600,9.83488
2024-03-24 12:00:00+00:00,NNE,1,1711274400,11.176
2024-03-24 15:00:00+00:00,NNE,1,1711285200,8.9408
2024-03-24 18:00:00+00:00,NNE,1,1711296000,8.9408
2024-03-24 21:00:00+00:00,NE,1,1711306800,8.04672
2024-03-25 00:00:00+00:00,WNW,1,1711317600,4.91744
2024-03-25 03:00:00+00:00,ENE,1,1711328400,4.91744
2024-03-25 06:00:00+00:00,NE,1,1711339200,4.91744
2024-03-25 09:00:00+00:00,NE,1,1711350000,4.91744
2024-03-25 12:00:00+00:00,S,1,1711360800,3.12928
2024-03-25 15:00:00+00:00,ESE,1,1711371600,5.81152
2024-03-25 18:00:00+00:00,E,1,1711382400,5.81152
2024-03-25 21:00:00+00:00,SE,1,1711393200,1.78816
2024-03-26 00:00:00+00:00,W,1,1711404000,1.78816
2024-03-26 03:00:00+00:00,E,1,1711414800,4.02336
2024-03-26 06:00:00+00:00,SSW,1,1711425600,4.02336
2024-03-26 09:00:00+00:00,NE,1,1711436400,4.02336
2024-03-26 12:00:00+00:00,ESE,1,1711447200,5.81152
2024-03-26 15:00:00+00:00,ESE,1,1711458000,5.81152
2024-03-26 18:00:00+00:00,ENE,1,1711468800,8.04672
2024-03-26 21:00:00+00:00,ENE,1,1711479600,11.176
2024-03-27 00:00:00+00:00,ENE,1,1711490400,8.9408
2024-03-27 03:00:00+00:00,NE,1,1711501200,9.83488
2024-03-27 06:00:00+00:00,NE,1,1711512000,12.070079999999999
2024-03-27 09:00:00+00:00,ENE,1,1711522800,12.070079999999999
2024-03-27 12:00:00+00:00,NNE,1,1711533600,8.04672
2024-03-27 15:00:00+00:00,ENE,1,1711544400,9.83488
2024-03-27 18:00:00+00:00,E,1,1711555200,11.176
2024-03-27 21:00:00+00:00,SSE,1,1711566000,9.83488
2024-03-28 00:00:00+00:00,SE,1,1711576800,9.83488
2024-03-28 03:00:00+00:00,SE,1,1711587600,8.04672
2024-03-28 06:00:00+00:00,ESE,1,1711598400,8.9408
2024-03-28 09:00:00+00:00,ESE,1,1711609200,8.9408
2024-03-28 12:00:00+00:00,E,1,1711620000,8.9408
2024-03-28 15:00:00+00:00,E,1,1711630800,9.83488
2024-03-28 18:00:00+00:00,E,1,1711641600,9.83488
2024-03-28 21:00:00+00:00,ENE,1,1711652400,8.04672
2024-03-29 00:00:00+00:00,NE,1,1711663200,7.15264
2024-03-29 03:00:00+00:00,ESE,1,1711674000,3.12928
2024-03-29 06:00:00+00:00,ESE,1,1711684800,1.78816
2024-03-29 09:00:00+00:00,S,1,1711695600,4.91744
2024-03-29 12:00:00+00:00,S,1,1711706400,4.91744
2024-03-29 15:00:00+00:00,SSE,1,1711717200,4.91744
2024-03-29 18:00:00+00:00,SSE,1,1711728000,7.15264
2024-03-29 21:00:00+00:00,SSE,1,1711738800,4.91744
2024-03-30 00:00:00+00:00,SSW,1,1711749600,4.91744
2024-03-30 03:00:00+00:00,SE,1,1711760400,4.02336
2024-03-30 06:00:00+00:00,S,1,1711771200,4.02336
2024-03-30 09:00:00+00:00,S,1,1711782000,4.02336
2024-03-30 12:00:00+00:00,SE,1,1711792800,3.12928
2024-03-30 15:00:00+00:00,SE,1,1711803600,5.81152
2024-03-30 18:00:00+00:00,SE,1,1711814400,4.02336
2024-03-30 21:00:00+00:00,SE,1,1711825200,3.12928
2024-03-31 00:00:00+00:00,S,1,1711836000,3.12928
2024-03-31 03:00:00+00:00,WSW,1,1711846800,5.81152
2024-03-31 06:00:00+00:00,WSW,1,1711854000,4.91744
2024-03-31 09:00:00+00:00,WSW,1,1711864800,4.91744
2024-03-31 12:00:00+00:00,W,1,1711875600,1.78816
2024-03-31 15:00:00+00:00,N,1,1711886400,3.12928
2024-03-31 18:00:00+00:00,NE,1,1711897200,3.12928
2024-03-31 21:00:00+00:00,ENE,1,1711908000,4.02336
2024-04-01 00:00:00+00:00,ESE,1,1711918800,4.02336
2024-04-01 03:00:00+00:00,ENE,1,1711929600,4.91744
2024-04-01 06:00:00+00:00,ENE,1,1711940400,7.15264
2024-04-01 09:00:00+00:00,ENE,1,1711951200,7.15264
2024-04-01 12:00:00+00:00,ENE,1,1711962000,8.9408
2024-04-01 15:00:00+00:00,NE,1,1711972800,8.04672
2024-04-01 18:00:00+00:00,ENE,1,1711983600,11.176
2024-04-01 21:00:00+00:00,ENE,1,1711994400,12.070079999999999
2024-04-02 00:00:00+00:00,NE,1,1712005200,12.96416
2024-04-02 03:00:00+00:00,NE,1,1712016000,12.96416
2024-04-02 06:00:00+00:00,ENE,1,1712026800,13.85824
2024-04-02 09:00:00+00:00,ENE,1,1712037600,12.96416
2024-04-02 12:00:00+00:00,ENE,1,1712048400,12.96416
2024-04-02 15:00:00+00:00,NE,1,1712059200,12.96416
2024-04-02 18:00:00+00:00,ENE,1,1712070000,13.85824
2024-04-02 21:00:00+00:00,ENE,1,1712080800,13.85824
2024-04-03 00:00:00+00:00,ENE,1,1712091600,15.19936
2024-04-03 03:00:00+00:00,ENE,1,1712102400,15.19936
2024-04-03 06:00:00+00:00,ENE,1,1712113200,15.19936
2024-04-03 09:00:00+00:00,ENE,1,1712124000,13.85824
2024-04-03 12:00:00+00:00,NE,1,1712134800,12.96416
2024-04-03 15:00:00+00:00,ENE,1,1712145600,12.070079999999999
2024-04-03 18:00:00+00:00,NE,1,1712156400,11.176
2024-04-03 21:00:00+00:00,NE,1,1712167200,12.96416
2024-04-04 00:00:00+00:00,NE,1,1712178000,12.070079999999999
2024-04-04 03:00:00+00:00,NE,1,1712188800,11.176
2024-04-04 06:00:00+00:00,NE,1,1712199600,12.96416
2024-04-04 09:00:00+00:00,NE,1,1712210400,8.9408
2024-04-04 12:00:00+00:00,NNE,1,1712221200,9.83488
2024-04-04 15:00:00+00:00,NNE,1,1712232000,8.9408
2024-04-04 18:00:00+00:00,NE,1,1712242800,8.04672
2024-04-04 21:00:00+00:00,NNE,1,1712253600,5.81152
2024-04-05 00:00:00+00:00,NNE,1,1712264400,4.91744
2024-04-05 03:00:00+00:00,NE,1,1712275200,8.04672
2024-04-05 06:00:00+00:00,ENE,1,1712286000,7.15264
2024-04-05 09:00:00+00:00,ESE,1,1712296800,7.15264
2024-04-05 12:00:00+00:00,ESE,1,1712307600,7.15264
2024-04-05 15:00:00+00:00,E,1,1712318400,8.9408
2024-04-05 18:00:00+00:00,E,1,1712329200,9.83488
2024-04-05 21:00:00+00:00,E,1,1712340000,9.83488
2024-04-06 00:00:00+00:00,ESE,1,1712350800,12.070079999999999
2024-04-06 03:00:00+00:00,ESE,1,1712361600,12.96416
2024-04-06 06:00:00+00:00,ESE,1,1712372400,15.19936
2024-04-06 09:00:00+00:00,ESE,1,1712383200,13.85824
2024-04-06 12:00:00+00:00,SE,1,1712394000,16.09344
2024-04-06 15:00:00+00:00,SSE,1,1712404800,13.85824
2024-04-06 18:00:00+00:00,S,1,1712415600,12.070079999999999
2024-04-06 21:00:00+00:00,S,1,1712426400,8.04672
2024-04-07 00:00:00+00:00,SSE,1,1712437200,8.9408
2024-04-07 03:00:00+00:00,SSE,1,1712448000,9.83488
2024-04-07 06:00:00+00:00,S,1,1712458800,9.83488
2024-04-07 09:00:00+00:00,S,1,1712469600,12.070079999999999
2024-04-07 12:00:00+00:00,S,1,1712480400,13.85824
2024-04-07 15:00:00+00:00,S,1,1712491200,15.19936
2024-04-07 18:00:00+00:00,SSW,1,1712502000,11.176
2024-04-07 21:00:00+00:00,S,1,1712512800,12.070079999999999
2024-04-08 00:00:00+00:00,SSW,1,1712523600,12.070079999999999
2024-04-08 03:00:00+00:00,SSW,1,1712534400,13.85824
2024-04-08 06:00:00+00:00,SW,1,1712545200,15.19936
2024-04-08 09:00:00+00:00,SSW,1,1712556000,15.19936
2024-04-08 12:00:00+00:00,SW,1,1712566800,12.96416
2024-04-08 15:00:00+00:00,SW,1,1712577600,9.83488
2024-04-08 18:00:00+00:00,SW,1,1712588400,8.04672
2024-04-08 21:00:00+00:00,SW,1,1712599200,7.15264
2024-04-09 00:00:00+00:00,SSW,1,1712610000,3.12928
2024-04-09 03:00:00+00:00,SW,1,1712620800,3.12928
2024-04-09 06:00:00+00:00,S,1,1712631600,1.78816
2024-04-09 09:00:00+00:00,SSW,1,1712642400,0.89408
2024-04-09 12:00:00+00:00,N,1,1712653200,3.12928
2024-04-09 15:00:00+00:00,NNW,1,1712664000,8.9408
2024-04-09 18:00:00+00:00,NW,1,1712674800,12.070079999999999
2024-04-09 21:00:00+00:00,NW,1,1712685600,9.83488
2024-04-10 00:00:00+00:00,WNW,1,1712696400,12.070079999999999
2024-04-10 03:00:00+00:00,WNW,1,1712707200,5.81152
2024-04-10 06:00:00+00:00,WSW,1,1712718000,9.83488
2024-04-10 09:00:00+00:00,SW,1,1712728800,8.9408
2024-04-10 12:00:00+00:00,SW,1,1712739600,5.81152
2024-04-10 15:00:00+00:00,SSE,1,1712750400,9.83488
2024-04-10 18:00:00+00:00,SSE,1,1712761200,11.176
2024-04-10 21:00:00+00:00,S,1,1712772000,11.176
2024-04-11 00:00:00+00:00,WSW,1,1712782800,13.85824
2024-04-11 03:00:00+00:00,WSW,1,1712793600,13.85824
2024-04-11 06:00:00+00:00,WSW,1,1712804400,15.19936
2024-04-11 09:00:00+00:00,WSW,1,1712815200,15.19936
2024-04-11 12:00:00+00:00,WSW,1,1712826000,13.85824
2024-04-11 15:00:00+00:00,SW,1,1712836800,11.176
2024-04-11 18:00:00+00:00,SSW,1,1712847600,8.04672
2024-04-11 21:00:00+00:00,SSW,1,1712858400,9.83488
2024-04-12 00:00:00+00:00,SSW,1,1712869200,8.9408
2024-04-12 03:00:00+00:00,SW,1,1712880000,9.83488
2024-04-12 06:00:00+00:00,SW,1,1712890800,11.176
2024-04-12 09:00:00+00:00,SW,1,1712901600,12.070079999999999
2024-04-12 12:00:00+00:00,WSW,1,1712912400,9.83488
2024-04-12 15:00:00+00:00,WSW,1,1712923200,8.9408
2024-04-12 18:00:00+00:00,S,1,1712934000,7.15264
2024-04-12 21:00:00+00:00,SW,1,1712944800,15.19936
2024-04-13 00:00:00+00:00,WSW,1,1712955600,15.19936
2024-04-13 03:00:00+00:00,WSW,1,1712966400,15.19936
2024-04-13 06:00:00+00:00,WSW,1,1712977200,12.96416
2024-04-13 09:00:00+00:00,SW,1,1712988000,5.81152
2024-04-13 12:00:00+00:00,SSW,1,1712998800,11.176
2024-04-13 15:00:00+00:00,WNW,1,1713009600,8.9408
2024-04-13 18:00:00+00:00,W,1,1713020400,12.070079999999999
2024-04-13 21:00:00+00:00,W,1,1713031200,13.85824
2024-04-14 00:00:00+00:00,WSW,1,1713042000,11.176
2024-04-14 03:00:00+00:00,W,1,1713052800,9.83488
2024-04-14 06:00:00+00:00,WNW,1,1713063600,12.070079999999999
2024-04-14 09:00:00+00:00,W,1,1713074400,8.9408
2024-04-14 12:00:00+00:00,SW,1,1713085200,8.04672
2024-04-14 15:00:00+00:00,S,1,1713096000,11.176
2024-04-14 18:00:00+00:00,S,1,1713106800,8.9408
2024-04-14 21:00:00+00:00,S,1,1713117600,5.81152
2024-04-15 00:00:00+00:00,S,1,1713128400,8.04672
2024-04-15 03:00:00+00:00,SSW,1,1713139200,7.15264
2024-04-15 06:00:00+00:00,WSW,1,1713150000,4.91744
2024-04-15 09:00:00+00:00,NW,1,1713160800,5.81152
2024-04-15 12:00:00+00:00,N,1,1713171600,4.91744
2024-04-15 15:00:00+00:00,N,1,1713182400,7.15264
2024-04-15 18:00:00+00:00,N,1,1713193200,12.070079999999999
2024-04-15 21:00:00+00:00,NNW,1,1713204000,8.9408
2024-04-16 00:00:00+00:00,NNW,1,1713214800,12.96416
2024-04-16 03:00:00+00:00,NNW,1,1713225600,12.070079999999999
2024-04-16 06:00:00+00:00,NNW,1,1713236400,12.96416
2024-04-16 09:00:00+00:00,NW,1,1713247200,9.83488
2024-04-16 12:00:00+00:00,NW,1,1713258000,11.176
2024-04-16 15:00:00+00:00,WNW,1,1713268800,12.070079999999999
2024-04-16 18:00:00+00:00,NW,1,1713279600,9.83488
2024-04-16 21:00:00+00:00,NNW,1,1713290400,16.98752
2024-04-17 00:00:00+00:00,N,1,1713301200,15.19936
2024-04-17 03:00:00+00:00,NNE,1,1713312000,11.176
2024-04-17 06:00:00+00:00,NE,1,1713322800,5.81152
2024-04-17 09:00:00+00:00,NNE,1,1713333600,1.78816
2024-04-17 12:00:00+00:00,NE,1,1713344400,4.91744
2024-04-17 15:00:00+00:00,NNE,1,1713355200,3.12928
2024-04-17 18:00:00+00:00,SSE,1,1713366000,0.89408
2024-04-17 21:00:00+00:00,SSW,1,1713376800,3.12928
2024-04-18 00:00:00+00:00,WSW,1,1713387600,3.12928
2024-04-18 03:00:00+00:00,SW,1,1713398400,8.04672
2024-04-18 06:00:00+00:00,SSW,1,1713409200,8.9408
2024-04-18 09:00:00+00:00,WSW,1,1713420000,12.070079999999999
2024-04-18 12:00:00+00:00,WSW,1,1713430800,9.83488
2024-04-18 15:00:00+00:00,NW,1,1713441600,9.83488
2024-04-18 18:00:00+00:00,NNW,1,1713452400,9.83488
2024-04-18 21:00:00+00:00,NNW,1,1713463200,11.176
2024-04-19 00:00:00+00:00,NNW,1,1713474000,12.070079999999999
2024-04-19 03:00:00+00:00,NNW,1,1713484800,15.19936
2024-04-19 06:00:00+00:00,NNW,1,1713495600,13.85824
2024-04-19 09:00:00+00:00,NNW,1,1713506400,15.19936
2024-04-19 12:00:00+00:00,NNW,1,1713517200,12.96416
2024-04-19 15:00:00+00:00,NNW,1,1713528000,13.85824
2024-04-19 18:00:00+00:00,N,1,1713538800,12.070079999999999
2024-04-19 21:00:00+00:00,N,1,1713549600,9.83488
2024-04-20 00:00:00+00:00,N,1,1713560400,7.15264
2024-04-20 03:00:00+00:00,N,1,1713571200,5.81152
2024-04-20 06:00:00+00:00,N,1,1713582000,4.02336
2024-04-20 09:00:00+00:00,NNW,1,1713592800,1.78816
2024-04-20 12:00:00+00:00,N,1,1713603600,1.78816
2024-04-20 15:00:00+00:00,NE,1,1713614400,0.89408
2024-04-20 18:00:00+00:00,SW,1,1713625200,0.89408
2024-04-20 21:00:00+00:00,SSE,1,1713636000,4.91744
2024-04-21 00:00:00+00:00,SSE,1,1713646800,8.04672
2024-04-21 03:00:00+00:00,SSE,1,1713657600,8.04672
2024-04-21 06:00:00+00:00,S,1,1713668400,8.04672
2024-04-21 09:00:00+00:00,SW,1,1713679200,4.91744
2024-04-21 12:00:00+00:00,WSW,1,1713690000,4.91744
2024-04-21 15:00:00+00:00,WSW,1,1713700800,5.81152
2024-04-21 18:00:00+00:00,W,1,1713711600,7.15264
2024-04-21 21:00:00+00:00,W,1,1713722400,7.15264
2024-04-22 00:00:00+00:00,WNW,1,1713733200,5.81152
2024-04-22 03:00:00+00:00,WNW,1,1713744000,7.15264
2024-04-22 06:00:00+00:00,NW,1,1713754800,5.81152
2024-04-22 09:00:00+00:00,N,1,1713765600,8.04672
2024-04-22 12:00:00+00:00,N,1,1713776400,8.04672
2024-04-22 15:00:00+00:00,NNE,1,1713787200,8.04672
2024-04-22 18:00:00+00:00,NNE,1,1713798000,8.9408
2024-04-22 21:00:00+00:00,N,1,1713808800,7.15264
2024-04-23 00:00:00+00:00,NNW,1,1713819600,8.04672
2024-04-23 03:00:00+00:00,NNW,1,1713830400,7.15264
2024-04-23 06:00:00+00:00,N,1,1713841200,8.04672
2024-04-23 09:00:00+00:00,N,1,1713852000,9.83488
2024-04-23 12:00:00+00:00,N,1,1713862800,9.83488
2024-04-23 15:00:00+00:00,NNE,1,1713873600,8.9408
2024-04-23 18:00:00+00:00,N,1,1713884400,8.9408
2024-04-23 21:00:00+00:00,N,1,1713895200,9.83488
2024-04-24 00:00:00+00:00,N,1,1713906000,8.04672
2024-04-24 03:00:00+00:00,N,1,1713916800,8.04672
2024-04-24 06:00:00+00:00,N,1,1713927600,7.15264
2024-04-24 09:00:00+00:00,NNW,1,1713938400,5.81152
2024-04-24 12:00:00+00:00,NNW,1,1713949200,7.15264
2024-04-24 15:00:00+00:00,NW,1,1713960000,9.83488
2024-04-24 18:00:00+00:00,NNW,1,1713970800,8.04672
